complexity_level,complexity_description,instruction,sql,rejected
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
4,"Агрегатные запросы: COUNT, SUM, AVG с GROUP BY",Посчитай общий объем продаж по каждому товару,"SELECT ""Наименование товара"", SUM(""Объем товара, шт."") FROM ""заказы"" GROUP BY ""Наименование товара"";","SELECT ""Наименование товара"", AVG(""Объем товара, шт."") FROM ""заказы""  ""Наименование товара"";"
